"setNumber","setName","ageGroup","rating","themeGroup","theme","subtheme","pieces","minifigs","RRP","PPP","yearReleased","packaging","availability","instructions","setType"
"5005877-1","Captain Marvel Art Print",NA,"3.1","Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019","None (loose parts)","LEGO exclusive",NA,"Gear"
"5005881-1","Avengers: Endgame art print",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5005882-1","Avengers: Endgame Black & White Art Print",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,NA,NA,"Gear"
"5005883-1","Spider-Man: Far From Home Art Print",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5005884-1","Spider-Man: Far From Home Black & White Art Print",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,NA,NA,"Gear"
"5005885-1","THE LEGO MOVIE 2: The Second Part (Blu-ray + DVD)",NA,NA,"Miscellaneous","Gear","Digital Media",NA,NA,"$39.99 |",NA,"2019",NA,"Retail",NA,"Gear"
"5005887-1","20th Anniversary Star Wars Poster",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,NA,NA,"Gear"
"5005888-1","Star Wars 20th anniversary art print",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,NA,NA,"Gear"
"5005900-1","Minifigure Notebook",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,"12.66€ |",NA,"2019",NA,NA,NA,"Gear"
"5005901-1","Lloyd Luggage Tag",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005902-1","Mechanical Pencil",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,"3.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005903-1","2x4 Brick Luggage Tag",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005906-1","Red, Bright Blue and Yellow Wall Hanger Set",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,NA,NA,"2019",NA,NA,NA,"Gear"
"5005907-1","NASA Apollo 11 Lunar Lander Patch",NA,"3.8","Miscellaneous","Gear","Clothing",NA,NA,NA,NA,"2019",NA,NA,NA,"Gear"
"5005910-1","Reversible Canvas Tote Bag",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,NA,NA,"2019","Other","LEGO exclusive",NA,"Gear"
"5005918-1","Minifigure Belight Backpack",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"44.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005919-1","Friends Belight Backpack",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"44.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005920-1","NINJAGO Belight Backpack",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"43.86€ |",NA,"2019",NA,NA,NA,"Gear"
"5005921-1","NINJAGO Pencil Roll",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,"7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005922-1","Friends Pencil Roll",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,"7.79€ |",NA,"2019",NA,NA,NA,"Gear"
"5005923-1","Minifigure Pencil Roll",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,"7.79€ |",NA,"2019",NA,NA,NA,"Gear"
"5005924-1","Teen Minifigure Backpack",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"49.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005926-1","Minifigure Drawstring Bag",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"11.69€ |",NA,"2019",NA,NA,NA,"Gear"
"5005927-1","Kindergarten Backpack",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"19.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005928-1","Minifigure Lunch Box",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"6.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005929-1","NINJAGO Lunch Box",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"6.81€ |",NA,"2019",NA,NA,NA,"Gear"
"5005933-1","Stranger Things Notebook",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,NA,NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5005956-1","Stranger Things Poster",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,NA,NA,"Gear"
"5005969-1","Back to School Pack","4+",NA,"Miscellaneous","Gear","Stationery",NA,NA,NA,NA,"2019","Shrink-wrapped","Not sold",NA,"Gear"
"5005996-1","Belgian Patent for LEGO Elements 1958",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5005997-1","1st Edition Elephant Water Colour Print, Circa 1937",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5005999-1","1st Edition of Wooden Duck Print, 1958",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5006003-1","Australian Patent LEGO Minifigure 1977",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5006007-1","Japanese Patent LEGO Duplo Brick 1968 Art Print",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5006008-1","VIP Gifting Set",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,NA,NA,"2019","Shrink-wrapped","LEGO exclusive",NA,"Gear"
"5006016-1","Picnic Blanket",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,NA,NA,"2019",NA,NA,NA,"Gear"
"5006017-1","LEGO Lunch Box",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,NA,NA,"2019","Other","LEGO exclusive",NA,"Gear"
"5006027-1","LEGO Batman Deluxe Costume",NA,NA,"Miscellaneous","Gear","Role-play toys",NA,NA,"39.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5006030-1","Santa Bag Tag",NA,NA,"Miscellaneous","Gear","Miscellaneous",NA,NA,"$5.99, 7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5006031-1","Holiday Bag Tag R2 D2",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$5.99 |",NA,"2019",NA,NA,NA,"Gear"
"5006032-1","Holiday Bag Tag Chewbacca",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$5.99, 7.79€ |",NA,"2019",NA,NA,NA,"Gear"
"5006033-1","Holiday Bag Tag Darth Vader",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$5.99 |",NA,"2019",NA,NA,NA,"Gear"
"5006034-1","Holiday Bag Tag Yoda",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$5.99, 7.79€ |",NA,"2019",NA,NA,NA,"Gear"
"5006065-1","Brick Friday 2019 minifigure",NA,NA,"Miscellaneous","Promotional","Minifigure",NA,"1 (1 Unique to this set)",NA,NA,"2019",NA,NA,NA,"Extended"
"5006066-1","Brick Friday 2019 brick",NA,NA,"Miscellaneous","Promotional","LEGO brand stores",NA,NA,NA,NA,"2019","Blister pack",NA,NA,"Extended"
"5006086-1","LEGO Masters Shopping Bag",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,NA,NA,"2019",NA,"Promotional",NA,"Gear"
"6244853-1","Lion Dance",NA,NA,"Miscellaneous","Promotional","LEGO brand stores",NA,NA,NA,NA,"2019","Box","LEGO exclusive",NA,"Extended"
"6307985-1","Spring",NA,NA,"Miscellaneous","Promotional","Toys R Us","125",NA,NA,NA,"2019","Box","Retail - limited",NA,"Extended"
"6307986-1","Summer",NA,NA,"Miscellaneous","Promotional","Toys R Us",NA,NA,NA,NA,"2019","Box","Retail - limited",NA,"Extended"
"6307987-1","Autumn",NA,NA,"Miscellaneous","Promotional","Toys R Us",NA,NA,NA,NA,"2019","Box","Retail - limited",NA,"Extended"
"6307988-1","Winter",NA,NA,"Miscellaneous","Promotional","Toys R Us",NA,NA,NA,NA,"2019","Box","Retail - limited",NA,"Extended"
"6311307-1","Reindeer ornament",NA,NA,"Miscellaneous","Promotional","Toys R Us",NA,NA,NA,NA,"2019",NA,NA,NA,"Extended"
"6311310-1","Snowman ornament",NA,NA,"Miscellaneous","Promotional","Toys R Us",NA,NA,NA,NA,"2019",NA,NA,NA,"Extended"
"6311314-1","Santa ornament",NA,NA,"Miscellaneous","Promotional","Toys R Us",NA,NA,NA,NA,"2019",NA,NA,NA,"Extended"
"6311315-1","Christmas tree ornament",NA,NA,"Miscellaneous","Promotional","Toys R Us",NA,NA,NA,NA,"2019",NA,NA,NA,"Extended"
"6313092-1","Surfer Van",NA,NA,"Miscellaneous","Promotional","LEGO brand stores","62","1 (1 Unique to this set)",NA,NA,"2019","Polybag",NA,NA,"Extended"
"6313287-1","Buildable 2x4 Red Brick",NA,NA,"Miscellaneous","Promotional","Gift with Purchase","72",NA,NA,NA,"2019","Box","LEGO exclusive",NA,"Extended"
"6313291-1","Buildable 2x4 Red Brick","6+","4.0","Miscellaneous","Promotional","Gift with Purchase","72",NA,NA,NA,"2019","Box","LEGO exclusive",NA,"Extended"
"6315023-1","Windmill",NA,NA,"Miscellaneous","Promotional","LEGO Brand Store Opening Set","127",NA,NA,NA,"2019","Box","Promotional",NA,"Extended"
"6315025-1","Amsterdam BrickHeadz",NA,NA,"Licensed","BrickHeadz","Promotional",NA,NA,NA,NA,"2019",NA,NA,NA,"Extended"
"100STORESNA-1","100 Stores minifigure",NA,NA,"Miscellaneous","Promotional","LEGO brand stores","1","1 (1 Unique to this set)",NA,NA,"2019","Blister pack",NA,NA,"Other"
"ARENDELLE-1","Arendelle Castle",NA,NA,"Licensed","Disney","Frozen II",NA,NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"BEIJING-1","Minifigure box",NA,NA,"Miscellaneous","Promotional","LEGO Brand Store Opening Set",NA,NA,NA,NA,"2019","Box","LEGO exclusive",NA,"Other"
"BEIJING-2","Beijing Brickheadz",NA,NA,"Licensed","BrickHeadz","Promotional",NA,NA,NA,NA,"2019",NA,NA,NA,"Other"
"BL19001-1","Löwenstein Castle",NA,"4.9","Model making","Bricklink","AFOL Designer Program","2015","3 (3 Unique to this set)",NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19002-1","Antique Fire Engine",NA,NA,"Model making","Bricklink","AFOL Designer Program","1278",NA,NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19003-1","Skyline Express",NA,NA,"Model making","Bricklink","AFOL Designer Program","1365",NA,NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19004-1","Wild West Saloon",NA,NA,"Model making","Bricklink","AFOL Designer Program","1496",NA,NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19005-1","Isle of Peril",NA,NA,"Model making","Bricklink","AFOL Designer Program","1301",NA,NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19006-1","Eight Studs",NA,NA,"Model making","Bricklink","AFOL Designer Program","1393",NA,NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19007-1","Science Tower",NA,NA,"Model making","Bricklink","AFOL Designer Program","1204",NA,NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19008-1","The LEGO Story",NA,NA,"Model making","Bricklink","AFOL Designer Program","1442",NA,NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19009-1","Imagine it! Build it!",NA,NA,"Model making","Bricklink","AFOL Designer Program","924",NA,NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19010-1","Hot Shot Carnival",NA,NA,"Model making","Bricklink","AFOL Designer Program","591","3 (3 Unique to this set)",NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19011-1","Vintage Roadster",NA,NA,"Model making","Bricklink","AFOL Designer Program","474",NA,NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19012-1","Bikes!",NA,NA,"Model making","Bricklink","AFOL Designer Program","519","2 (2 Unique to this set)",NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BL19013-1","Steampunk Mini Chess",NA,NA,"Model making","Bricklink","AFOL Designer Program","371",NA,NA,NA,"2019","Box","Retail - limited",NA,"Other"
"BLOCKS052-1","Blocks magazine issue 52",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS053-1","Blocks magazine issue 53",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS054-1","Blocks magazine issue 54",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS055-1","Blocks magazine issue 55",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS056-1","Blocks magazine issue 56",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS057-1","Blocks magazine issue 57",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS058-1","Blocks magazine issue 58",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS059-1","Blocks magazine issue 59",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS060-1","Blocks magazine issue 60",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS061-1","Blocks magazine issue 61",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS062-1","Blocks magazine issue 62",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BLOCKS063-1","Blocks magazine issue 63",NA,NA,"Miscellaneous","Books","Magazines/Blocks",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKFANATICS003-1","Brick Fanatics magazine issue 3",NA,NA,"Miscellaneous","Books","Magazines/Brick Fanatics",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKFANATICS004-1","Brick Fanatics magazine issue 4",NA,NA,"Miscellaneous","Books","Magazines/Brick Fanatics",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKFANATICS005-1","Brick Fanatics magazine issue 5",NA,NA,"Miscellaneous","Books","Magazines/Brick Fanatics",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKFANATICS006-1","Brick Fanatics magazine issue 6",NA,NA,"Miscellaneous","Books","Magazines/Brick Fanatics",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKFANATICS007-1","Brick Fanatics magazine issue 7",NA,NA,"Miscellaneous","Books","Magazines/Brick Fanatics",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKFANATICS008-1","Brick Fanatics magazine issue 8",NA,NA,"Miscellaneous","Books","Magazines/Brick Fanatics",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKFANATICS009-1","Brick Fanatics magazine issue 9",NA,NA,"Miscellaneous","Books","Magazines/Brick Fanatics",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKFANATICS010-1","Brick Fanatics magazine issue 10",NA,NA,"Miscellaneous","Books","Magazines/Brick Fanatics",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKFANATICS011-1","Brick Fanatics magazine issue 11",NA,NA,"Miscellaneous","Books","Magazines/Brick Fanatics",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKFANATICS012-1","Brick Fanatics magazine issue 12",NA,NA,"Miscellaneous","Books","Magazines/Brick Fanatics",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"BRICKJOURNAL055-1","BrickJournal Issue 55",NA,NA,"Miscellaneous","Books","Magazines/BrickJournal",NA,NA,"$8.95",NA,"2019",NA,NA,NA,"Book"
"BRICKJOURNAL056-1","BrickJournal Issue 56",NA,NA,"Miscellaneous","Books","Magazines/BrickJournal",NA,NA,"$8.95",NA,"2019",NA,NA,NA,"Book"
"BRICKJOURNAL057-1","BrickJournal Issue 57",NA,NA,"Miscellaneous","Books","Magazines/BrickJournal",NA,NA,"$8.95",NA,"2019",NA,NA,NA,"Book"
"BRICKJOURNAL058-1","BrickJournal Issue 58",NA,NA,"Miscellaneous","Books","Magazines/BrickJournal",NA,NA,"$8.95",NA,"2019",NA,NA,NA,"Book"
"BRICKJOURNAL059-1","BrickJournal Issue 59",NA,NA,"Miscellaneous","Books","Magazines/BrickJournal",NA,NA,"$8.95",NA,"2019",NA,NA,NA,"Book"
"BRICKJOURNAL060-1","BrickJournal Issue 60",NA,NA,"Miscellaneous","Books","Magazines/BrickJournal",NA,NA,"$9.95",NA,"2019",NA,NA,NA,"Book"
"CAPTAINMARVEL-1","Mini Captain Marvel Ship",NA,NA,"Licensed","Marvel Super Heroes","Promotional","46",NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"COLOGNE-1","Cologne Brickheadz",NA,NA,"Licensed","BrickHeadz","Promotional",NA,NA,NA,NA,"2019","Zip-lock bag",NA,NA,"Other"
"COOLCAR-1","Cool Car",NA,NA,"Miscellaneous","Miscellaneous",NA,"49",NA,NA,NA,"2019","None (loose parts)","Not sold",NA,"Other"
"EASTERCHICK-1","Easter Chick",NA,NA,"Miscellaneous","Seasonal","Easter",NA,NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"ELEPHANT-1","Elephant",NA,NA,"Model making","Creator","Promotional",NA,NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"EMMETHOUSE-1","Mini Emmet's Dream House/Rescue Rocket",NA,NA,"Licensed","The LEGO Movie 2","Promotional",NA,NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"FLOWER-1","Flower",NA,NA,"Model making","Creator","Promotional",NA,NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"GANYMEDE-1","Ganymede","6+",NA,"Licensed","Overwatch","Promotional","38",NA,NA,NA,"2019","None (loose parts)","Promotional",NA,"Other"
"HARLEY-1","Mini Harley Davidson",NA,NA,"Miscellaneous","Promotional","Miscellaneous","71",NA,NA,NA,"2019","None (loose parts)","Not sold",NA,"Other"
"ISBN9780241357521-1","Star Wars Visual Dictionary New Edition",NA,"4.1","Miscellaneous","Books","Dorling Kindersley","4","1 ",NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9780241357590-1","Star Wars Build Your Own Adventure: Galactic Missions",NA,NA,"Miscellaneous","Books","Dorling Kindersley","66",NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9780241363508-1","Amazing Vehicles",NA,NA,"Miscellaneous","Books","Dorling Kindersley",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9780241363737-1","Harry Potter Build Your Own Adventure",NA,"4.0","Miscellaneous","Books","Dorling Kindersley","101",NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9780241363768-1","NINJAGO Visual Dictionary, New Edition",NA,NA,"Miscellaneous","Books","Dorling Kindersley",NA,"1 (1 Unique to this set)",NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9780241381717-1","Christmas Ideas",NA,NA,"Miscellaneous","Books","Dorling Kindersley","41",NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9780241395431-1","Star Wars Visual Dictionary - Anniversary Edition",NA,NA,"Miscellaneous","Books","Dorling Kindersley","4","1 ",NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9780241397350-1","Harry Potter The Magical Guide to the Wizarding World",NA,NA,"Miscellaneous","Books","Dorling Kindersley",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9780241412091-1","Build Yourself Happy: The Joy of LEGO play",NA,NA,"Miscellaneous","Books","Dorling Kindersley",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9780486832357-1","Lego Action Vehicles: Police Helicopter, Fire Truck, Ambulance, and More",NA,NA,"Miscellaneous","Books",NA,NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781070422121-1","Expanding the LEGO Winter Village, Volume 2",NA,NA,"Miscellaneous","Books",NA,NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781080207961-1","Building LEGO BrickHeadz Heroes - Volume One: The Unofficial Guide",NA,NA,"Miscellaneous","Books",NA,NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781081986612-1","Building LEGO BrickHeadz Villains- Volume One: The Unofficial Guide",NA,NA,"Miscellaneous","Books",NA,NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781091708532-1","Expanding the LEGO Winter Village",NA,NA,"Miscellaneous","Books",NA,NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781092282291-1","Building Tales with Syd and Friends",NA,NA,"Miscellaneous","Books",NA,NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781419734687-1","New York City Brick by Brick",NA,NA,"Miscellaneous","Books",NA,NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781465485762-1","The Book of Bedtime Builds",NA,NA,"Miscellaneous","Books","Dorling Kindersley","0",NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781513262116-1","Build It! Wild West",NA,NA,"Miscellaneous","Books","Graphic Arts Books",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781513262123-1","Build It! Monsters",NA,NA,"Miscellaneous","Books","Graphic Arts Books",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781593279608-1","Build a LEGO Mustang",NA,NA,"Miscellaneous","Books","No Starch Press",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781624149108-1","Amazing LEGO Creations from Space with Bricks You Already Have",NA,NA,"Miscellaneous","Books","Page Street Publishing",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"ISBN9781718500167-1","The LEGO Castle Book: Build Your Own Mini Medieval World",NA,NA,"Miscellaneous","Books","No Starch Press",NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"KNIGHTBUS-1","Knight Bus",NA,NA,"Licensed","Harry Potter","Promotional","36",NA,NA,NA,"2019",NA,NA,NA,"Other"
"LUKE-1","Luke Skywalker",NA,NA,"Licensed","Star Wars","Promotional","87",NA,NA,NA,"2019","None (loose parts)","Promotional",NA,"Other"
"OLAF-1","Olaf Box",NA,NA,"Licensed","Disney","Frozen II",NA,NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"PANDA-1","Panda",NA,NA,"Miscellaneous","Promotional","LEGO brand stores",NA,NA,NA,NA,"2019","Zip-lock bag",NA,NA,"Other"
"PIG-1","Pig",NA,NA,"Miscellaneous","Promotional","Toys R Us",NA,NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"REDSOX2019-1","Wally",NA,NA,"Miscellaneous","Promotional","Miscellaneous","47",NA,NA,NA,"2019","Box","Promotional",NA,"Other"
"SDCC2019-3","Barb",NA,NA,"Licensed","Stranger Things","Promotional","4","1 (1 Unique to this set)",NA,NA,"2019","Plastic box","Promotional",NA,"Other"
"SDCC2019-1","PS4 Spider-Man","6+",NA,"Licensed","Marvel Super Heroes","Promotional","3","1 (1 Unique to this set)",NA,NA,"2019","Plastic box","Promotional",NA,"Other"
"SDCC2019-2","Zebra Batman","6+",NA,"Licensed","DC Comics Super Heroes","Promotional Exclusive Minifigure","5",NA,NA,NA,"2019","Plastic box","Promotional",NA,"Other"
"SNITCH-1","Golden Snitch",NA,NA,"Licensed","Harry Potter","Promotional","35",NA,NA,NA,"2019","None (loose parts)","Not sold",NA,"Other"
"ST-1","Castle Byers",NA,NA,"Licensed","Stranger Things","Promotional","48",NA,NA,NA,"2019","None (loose parts)","Promotional",NA,"Other"
"STORMBREAKER-1","Stormbreaker",NA,NA,"Licensed","Marvel Super Heroes","Avengers: Endgame","27",NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"TANTIVEIV-1","Tantive IV",NA,NA,"Licensed","Star Wars","Promotional","56",NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"TITW-1","Tree in the Woods",NA,NA,"Miscellaneous","Promotional","LEGO brand stores","53",NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"XWING-1","Mini X-wing Fighter","8+",NA,"Licensed","Star Wars","Promotional","60",NA,NA,NA,"2019","None (loose parts)","Promotional",NA,"Other"
"XWING-2","X-wing",NA,NA,"Licensed","Star Wars","Promotional",NA,NA,NA,NA,"2019","None (loose parts)",NA,NA,"Other"
"10270-1","Bookshop","16+","4.3","Model making","Creator Expert","Modular Buildings Collection","2504","5 (5 Unique to this set)","$179.99, 179.99€ |","7.2c, 7.2c","2020","Box","Retail - limited","Yes","Normal"
"10271-1","Fiat 500","16+","4.2","Model making","Creator Expert","Vehicles","960",NA,"$89.99, 79.99€ |","9.4c, 8.3c","2020","Box","Retail - limited","Yes","Normal"
"10272-1","Old Trafford - Manchester United",NA,"4.4","Model making","Creator Expert","Buildings","3898",NA,"$299.99, 279.99€ |","7.7c, 7.2c","2020","Box","LEGO exclusive","Yes","Normal"
"10273-1","Haunted House","18+","4.4","Model making","Creator Expert","Fairground","3231","10 (10 Unique to this set)","$249.99, 249.99€ |","7.7c, 7.7c","2020","Box","Retail - limited","Yes","Normal"
"10274-1","Ghostbusters ECTO-1","18+","4.5","Model making","Creator Expert","Vehicles","2352",NA,"$199.99, 199.99€ |","8.5c, 8.5c","2020","Box","LEGO exclusive","Yes","Normal"
"10275-1","Elf Club House","18+","4.2","Model making","Creator Expert","Winter Village","1197","4 (4 Unique to this set)","$99.99, 89.99€ |","8.4c, 7.5c","2020","Box","LEGO exclusive","Yes","Normal"
"10276-1","Colosseum","18+","4.3","Model making","Creator Expert","Buildings","9036",NA,"$549.99, 499.99€ |","6.1c, 5.5c","2020","Box","LEGO exclusive","Yes","Normal"
"10277-1","Crocodile Locomotive","18+","4.3","Model making","Creator Expert","Trains","1271","2 (2 Unique to this set)","$99.99, 99.99€ |","7.9c, 7.9c","2020","Box","Retail - limited","Yes","Normal"
"10909-1","Heart Box","1+",NA,"Pre-school","Duplo",NA,"80",NA,"$19.99, 19.99€ |","25.0c, 25.0c","2020","Box","Retail",NA,"Normal"
"10913-1","Brick Box","1+",NA,"Pre-school","Duplo",NA,"65","2 ","$29.99, 29.99€ |","46.1c, 46.1c","2020","Tag","Retail","Yes","Normal"
